PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,BAC_RESULT,BAC_RESULT VALUE,CELL_PHONE_USE,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,SEASON,SEX_R,SEASON_R,PERSON_TYPE_R,AIRBAG_DEPLOYED_R,INJURY_CLASSIFICATION_R,EJECTION_R
P256883,PASSENGER,447414a05a54b7220c8b922de860a79b296c767d43523ddd5c0faf25582aeb98c79a560f8cd0ce7edf07e8b2bfb37c4ca4a2f9217fa11a3f81c0ba2d2fbc95c0,1085672.0,M,82.0,NOT APPLICABLE,NONE,"REPORTED, NOT EVIDENT",,,,,,,,,,,2021-07-21 14:40:00,35,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/21/2021 02:41:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,3,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,6.0,0.0,14,4,7,41.902307989,-87.745830587,POINT (-87.745830587239 41.902307988818),POINT (1144185.0618793673 1907538.5799895695),2021,Summer,1.0,3,2,3.0,2.0,0.0
O1179337,DRIVER,32417088f58c88539c91ae9465bd7ae287ac7d00cfe64faa4804df7a0afed69a94b8f7effede7cf2bccd6deeecdcda770856b7cdb63ac4667958d21dd9e15e23,1118860.0,F,55.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2021-09-08 16:14:00,20,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/08/2021 04:15:00 PM,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,16,4,9,41.795254186,-87.715716129,POINT (-87.715716129126 41.795254185821),POINT (1152663.6725026309 1868586.125302916),2021,Fall,0.0,4,1,2.0,0.0,0.0
O1190877,DRIVER,222751aa3705aef0236f0c66f789089b2be5c17c2b44ce592d2b2380befcf2cbbdf37fe1f7b921a0099f4c4cfc67df4fc1528ee593597a5f4e958543dc02e3ea,1129868.0,F,22.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-24 12:45:00,30,CLEAR,DAYLIGHT,REAR END,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",09/24/2021 01:05:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,6,9,41.681055836,-87.538250676,POINT (-87.538250676397 41.681055835937),POINT (1201440.238562776 1827370.8774284264),2021,Fall,0.0,4,1,3.0,0.0,0.0
O1099526,DRIVER,08e731476c5c7a9e5e707ab16321ccf8fdac3743c39721b1e7556ece8b3ccc14eaeacdb057a0032f458aa095d13317247573b1aab5e700050fac94af847d9510,1042940.0,F,25.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,OTHER,OTHER,OTHER,,,,TEST NOT OFFERED,,,,2021-05-21 07:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",05/21/2021 08:07:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,6,5,41.778652374,-87.732589629,POINT (-87.732589628521 41.77865237433),POINT (1148104.8063484903 1862503.9439665545),2021,Spring,0.0,2,1,4.0,0.0,0.0
O1181620,DRIVER,fbcca11678739361539e971eaf3416cfe16675d5ff85f906921630354e971c7882de55bf6ce014543723f2c7a173699cb53f92ab3c9ee34cb86554a7a0dbba6c,1121022.0,M,42.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER BACKING,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-11 19:07:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/11/2021 07:25:00 PM,IMPROPER BACKING,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19,7,9,41.753800363,-87.685242576,POINT (-87.685242576016 41.753800363478),POINT (1161087.163423037 1853541.852094245),2021,Fall,1.0,4,1,2.0,0.0,0.0
O1190078,DRIVER,381da8a4d4ba543dabc40ce1572b2411a3c349fd80dd29f032ac07a1d3b678d2a91afcd74527a0aba3a75ec3edef7b25a14763c712e88dab1068c29bd64911bd,1129119.0,F,37.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-23 07:50:00,30,CLEAR,DAYLIGHT,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",09/23/2021 10:50:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7,5,9,41.997276019,-87.783945075,POINT (-87.78394507479 41.99727601864),POINT (1133587.3432050257 1942076.4082972552),2021,Fall,0.0,4,1,2.0,0.0,0.0
O1191791,DRIVER,22b9a134f57c93020dd339959e0a9501de25a41904d3288b0b89f193d78e26e1638ace92e7a3ac193beb2993c10e8e44c7f51fc7fe5679d791e52515bbfa35db,1130735.0,F,51.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-24 18:00:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",09/25/2021 02:30:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,6,9,41.87988771,-87.647156958,POINT (-87.647156957565 41.879887709793),POINT (1171112.3139176446 1899568.046735727),2021,Fall,0.0,4,1,2.0,0.0,0.0
P232080,PASSENGER,d79a431361b6742fa0b3d55a026e46f1ea0cb063c98c098648c59ca3065c688dfa26a8e03a98d419da1eeac7e62a2f7665e181b085876c267c4f1fcd9a6de8dd,973007.0,F,5.0,NOT APPLICABLE,NONE,NONINCAPACITATING INJURY,,,,,,,,,,,2021-01-18 14:50:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/18/2021 03:37:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,3.0,0.0,0.0,2.0,1.0,1.0,0.0,14,2,1,41.758722732,-87.615275553,POINT (-87.615275552522 41.75872273161),POINT (1180163.4087879707 1855487.0971521218),2021,Winter,0.0,1,2,3.0,1.0,0.0
O1058043,DRIVER,7d5a22a9d23c2582e1bab62bdefc1c6dc6402bbd76f66cebde585d3141292fcdfcc321f7ecfc7b2783c592b61407002fff697783d2547ef0f24e80783ec31aaf,1003295.0,F,24.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-03-13 13:40:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",03/13/2021 02:30:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,7,3,41.91499718,-87.655426277,POINT (-87.655426276765 41.91499718048),POINT (1168759.2759368843 1912344.0449266422),2021,Spring,0.0,2,1,4.0,0.0,0.0
O1117081,DRIVER,5257b582f1bf8cd1c9736fc540b05943593c8753b43cb8dbc4b6321cd95dc664087a28fe3afda8877c161d75de3c386ad82be4fbbbc82a965cb71cbfcba57d40,1059594.0,F,33.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-06-13 14:14:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",06/13/2021 03:05:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14,1,6,41.734968376,-87.721502497,POINT (-87.721502496527 41.73496837587),POINT (1151242.0769265401 1846607.2208622354),2021,Summer,0.0,3,1,3.0,0.0,0.0
O1077202,DRIVER,ebe8648c68adf9e507844a3deb6d659e286a0aa0c6ed87489dba820f4fa2a7d838ef8ff2e798a7f697bd3f0944df1ee181c5278525a0edb4fdee71f53644f506,1021580.0,F,72.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-04-15 20:14:00,30,CLEAR,DARKNESS,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",04/15/2021 08:14:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20,5,4,41.885610014,-87.764970528,POINT (-87.764970528052 41.885610013527),POINT (1139014.9095798621 1901418.7517055124),2021,Spring,0.0,2,1,3.0,0.0,0.0
O1105432,DRIVER,3225443e03229d64bfc4b33bfc5c7c87f1c61be320a9a2a39e7b07278e64cf695d4dfe5406aede0b9d4c0e96b21d094b05653180c595101797d68443b70c50a4,1048642.0,M,21.0,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-05-28 22:17:00,40,RAIN,DARKNESS,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,"CURVE, LEVEL",WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",05/28/2021 10:17:00 PM,WEATHER,NOT APPLICABLE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,6,5,41.900958919,-87.619928174,POINT (-87.619928173678 41.900958919109),POINT (1178463.5679459986 1907306.8564226734),2021,Spring,1.0,2,1,1.0,0.0,0.0
O1204656,DRIVER,59d152c02163f6137ff787060167eabc06d22b085f32b936ff74e7679667ba931eba1fb43e011ab35c600b84efbbba41198dc13e95f6dd1678b7b0794579ff33,1142996.0,F,30.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-10-13 17:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",10/13/2021 06:10:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,10,41.751339705,-87.585632266,POINT (-87.585632265652 41.751339704589),POINT (1188274.6554988965 1852865.6857975787),2021,Fall,0.0,4,1,2.0,0.0,0.0
O1065853,DRIVER,6316d9dfaf55251d2827c99a8c90b7e30fb8537167724250810d290b7377b6500ea70074c31ccab37268c0f25e37764cd0b0107f043c863941de81a1ab723be9,1010809.0,M,37.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-03-27 15:40:00,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",03/27/2021 03:55:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15,7,3,41.782816203,-87.683885995,POINT (-87.683885994582 41.782816203429),POINT (1161377.4846859265 1864117.7760847637),2021,Spring,1.0,2,1,2.0,0.0,0.0
O1089715,DRIVER,562a096205c216a147461ea104a15ae42aa827fb9decd0fe4bb36f5b3dcf4a3d18b88af607d8af86febdd34d4569716cda2247587748a96a0945ef924eb428ac,1033540.0,F,39.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,UNKNOWN,NOT OBSCURED,UNKNOWN,,,,TEST NOT OFFERED,,,,2021-05-06 02:02:00,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",ANGLE,T-INTERSECTION,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",05/06/2021 02:20:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,INCAPACITATING INJURY,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2,5,5,41.758068532,-87.626516982,POINT (-87.626516982328 41.75806853202),POINT (1177098.2607961148 1855223.3115591472),2021,Spring,0.0,2,1,2.0,1.0,0.0
O1212112,DRIVER,3639214934daa8e17811d91ff8e1ec9e1f8f246ed97f210811ccd4c9bc102224f64a57e51d87519b20b6a06c24a4f8a4df8fbd400991ac1ff37601f4752e101a,1150145.0,M,61.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-10-24 11:45:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",10/24/2021 04:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11,1,10,41.927896171,-87.697356799,POINT (-87.697356799043 41.927896171181),POINT (1157311.9283263825 1916957.0361034109),2021,Fall,1.0,4,1,3.0,0.0,0.0
O1155726,DRIVER,e21b1fe474c144ee5d68e275099e8851314feaa53061c5853d0adf580535f9154e057eb84eeffcd11425a7c12bae32e39fc9e09216843f86f6378703c93da4f1,1096310.0,F,29.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-08-05 07:35:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/05/2021 07:50:00 AM,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,5,8,41.928585159,-87.642423913,POINT (-87.642423912707 41.928585159058),POINT (1172258.3175952605 1917323.7689021302),2021,Summer,0.0,3,1,3.0,0.0,0.0
O1125092,DRIVER,babc6e41ca69d0f91dc72b36a38b27ed048a67bac9b87cba4bcc821faca9fd23f68795baebdca8e887332a6ba6a6201a5dbc46e21670716375ddf18ba9f48089,1067205.0,M,23.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,WRONG WAY/SIDE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-06-23 23:04:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/23/2021 11:10:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,DRIVING ON WRONG SIDE/WRONG WAY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,4,6,41.84713453,-87.646353941,POINT (-87.64635394054 41.847134530379),POINT (1171426.50190569 1887634.6016746755),2021,Summer,1.0,3,1,5.0,0.0,0.0
O1231892,DRIVER,0cfb81c5cccf085e3e6e259f0570413daf568538f3715c7b29c4a59188d02ace9f724e63fe2fb1f0ab6de589b5d4713de1b28817a0d84ac4229a79a6de2cf260,1169084.0,M,38.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-11-21 03:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",11/21/2021 04:40:00 AM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,1,11,41.860929115,-87.623859038,POINT (-87.623859038255 41.860929114649),POINT (1177514.0325295893 1892711.1478985047),2021,Fall,1.0,4,1,2.0,0.0,0.0
O1123448,DRIVER,37c841acc6744acf3d888bf2f11edc0cdbe7922577ec22ab79ee732ea20e4e4ebb0af6ae637729ab925ca2920ed8ad1f6b1e868dfeacef1f2c281cb019e5e081,1065616.0,M,45.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2021-06-21 15:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",06/21/2021 05:23:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,2,6,41.995704951,-87.689964001,POINT (-87.689964001492 41.995704951379),POINT (1159138.1355209178 1941681.825939561),2021,Summer,1.0,3,1,2.0,0.0,0.0
O1192622,DRIVER,831dfb9def80d58dd1d77fb4a2444c14384a1da375c403427e50e1d643158dc70dccb7855aa9b6e101a825e4ddfe76bec6197698d2dd3bfdfb088650a219fecd,1131557.0,M,63.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-26 20:00:00,30,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/26/2021 08:25:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,1,9,41.976201139,-87.905309125,POINT (-87.905309125103 41.976201139024),POINT (1100635.8917230505 1934208.356555081),2021,Fall,1.0,4,1,2.0,0.0,0.0
O1189821,DRIVER,03c0672029da3e0828e105da432e211d8596e33fb22ba16604e7be36e3e4cffa8849cba6abd3d00363aacbb917305173aa746ce93c960627e66484639e71395a,1128867.0,M,34.0,"DEPLOYED, COMBINATION",TOTALLY EJECTED,NO INDICATION OF INJURY,IMPROPER LANE CHANGE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-22 18:30:00,30,CLEAR,DARKNESS,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/22/2021 07:24:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,4,9,41.744944159,-87.653737155,POINT (-87.653737154563 41.744944158831),POINT (1169709.2244097884 1850381.0635503742),2021,Fall,1.0,4,1,1.0,0.0,1.0
O1178824,DRIVER,8fffe63701a6fa5eeb52719dd6edc0a5947c8c1c7e59de24fc8661f07d3b5ecb7517e5a478cdd715ff33a749fa992540ed4287db46fa3f295f82ba0f4a19ae2d,1118353.0,M,37.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-09-07 22:45:00,30,CLEAR,DUSK,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/07/2021 11:14:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,3,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,22,3,9,41.77833539,-87.742436494,POINT (-87.74243649416 41.778335390453),POINT (1145419.824321159 1862369.8287980752),2021,Fall,1.0,4,1,4.0,0.0,0.0
O1063995,DRIVER,f41aa1ddaaa090d654b6b64497824a7285928dc04d4466add15220a552e11b7dd2da15b0e8dba340156bb02fabe96a920ab7caaf1ef08ca24866a82ad009b69b,1009028.0,M,33.0,"DEPLOYED, FRONT",NONE,NONINCAPACITATING INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-03-24 11:23:00,30,CLEAR,DAYLIGHT,ANGLE,RAMP,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/24/2021 11:23:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,,4,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11,4,3,41.881718191,-87.709925201,POINT (-87.709925201249 41.881718191221),POINT (1154014.0893428149 1900104.6572435715),2021,Spring,1.0,2,1,5.0,1.0,0.0
O1171740,DRIVER,20be6b80f030b1ce68dbabdbffcc65edad5a49d6eb441d824bb3d540347f9fd4887420c2369ea4b50b30af441979328ff3407fd57d25dcf1a6547c4cedfb95ae,1111555.0,F,46.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2021-08-28 23:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/28/2021 11:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,7,8,41.917566824,-87.700523685,POINT (-87.700523685217 41.917566824309),POINT (1156477.9281561782 1913186.6323443858),2021,Summer,0.0,3,1,4.0,0.0,0.0
O1198818,DRIVER,60deb06aab41c86ba1422a471f215d986ae1dba89ec6860914946f62cef9c1d02395e7780bf494dbe0f7113ea5923ef095ee0d9eda7cc63a439ea55e9e59f19f,1137468.0,M,26.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2021-10-05 10:41:00,30,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",10/05/2021 11:00:00 AM,DISREGARDING STOP SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10,3,10,41.869531089,-87.64388153,POINT (-87.643881530117 41.869531089373),POINT (1172034.6108193968 1895801.2556590193),2021,Fall,1.0,4,1,3.0,0.0,0.0
P260553,PASSENGER,17d6eafcb5fc97df99e4a9e3700e87985a13c2d38f91d0a02f829c064115abcec7995aaf00354aea6dfecd4b333f28229933dd859d5b5b51b060becc9a8e43c2,1101877.0,M,5.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2021-08-14 10:06:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/14/2021 10:31:00 AM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,10,7,8,41.78933454,-87.622183841,POINT (-87.622183840892 41.789334539763),POINT (1178186.314191576 1866626.1576393237),2021,Summer,1.0,3,2,2.0,0.0,0.0
