PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,ADDRESS
O1840117,DRIVER,703583c900e12b9b39671ecf23c1da2979bccc1580af896aedc04d596364398110d26f0b3276626ac83a0ea0dc7c5ea9daa14c82fc7a1c0fbadfb14a14bd3968,1752864.0,M,36.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-06-11 17:25:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",06/11/2024 05:55:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,3,6,41.874476669,-87.651889105,POINT (-87.65188910452 41.874476668521),POINT (1169839.2851324214 1897586.001681544),2024,1000 W HARRISON ST
O1838228,DRIVER,eec907c3ecc14ac94b6c614e6cef888fe68389b421aac6acfe8bb317af2491b21230cbbb251cffad1da4937ef15c96cf2e74db3eee45bd445e0d5c5b6e6148c2,1751052.0,M,20.0,"DEPLOYED, COMBINATION",NONE,NONINCAPACITATING INJURY,TEXTING,UNKNOWN,REMOVED BY EMS,,,,,2024-06-09 00:31:00,30,OTHER,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/09/2024 12:31:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,4,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,6,41.921866831,-87.651214232,POINT (-87.651214231603 41.921866830753),POINT (1169885.7836187659 1914856.445215708),2024,2200 N FREMONT ST
O1791992,DRIVER,337b15f5b88612fd458900c97c6fb6a67f291d84c30125549386b0148ec6ae849d5ed4f04a3949397975d95d7418e500199d61f8e9b40aceaf8b3199959aab8c,1706623.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,UNKNOWN,,,,,2024-04-05 15:11:00,30,CLEAR,DAYLIGHT,TURNING,ONE-WAY,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",04/06/2024 02:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,4,41.918809827,-87.76074979,POINT (-87.760749790366 41.918809826959),POINT (1140083.4707963099 1913524.390508338),2024,2103 N LONG AVE
O1754023,DRIVER,3634e4939124e122559c08dbc1c458a0d28f661e37ab6d9380a7e1bbc25b82b9b528c9a17a650f4e19572fc714df31ae895f16c639db0f7bf063039d1bc55958,1670047.0,M,34.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2024-02-04 19:41:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",02/05/2024 11:55:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,1,2,41.977396671,-87.755469629,POINT (-87.755469628899 41.97739667129),POINT (1141376.5797808166 1934883.2232973257),2024,5300 N ELSTON AVE
O1836243,DRIVER,ad75910017c6d97fb5d6bf5eb55242dcd2b9af7099911014b63d6b8ca286c5112ebd806a994c66b2bf52ed58e07c97f89cf024f3f51fc5daa529a23b07d3ed93,1749125.0,M,28.0,"DEPLOYED, SIDE",NONE,"REPORTED, NOT EVIDENT",NONE,UNKNOWN,NORMAL,,,,,2024-05-23 11:45:00,30,CLEAR,DAYLIGHT,ANGLE,UNKNOWN INTERSECTION TYPE,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",05/23/2024 11:46:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,2,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,1.0,0.0,11,5,5,41.754043519,-87.653978342,POINT (-87.653978341661 41.75404351895),POINT (1169617.2252476788 1853696.2671408881),2024,7700 S RACINE AVE
P397712,PASSENGER,75d71268d986b8f8ce595b252949b8e88471e9519dd043c0aaab496f50c0d798eaf9fc7bcf10632b94778a5580226b64fb3765a790afaf1be3da29af09b27830,1714759.0,M,33.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2024-04-06 18:00:00,40,CLEAR,DUSK,ANGLE,FOUR WAY,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",04/06/2024 08:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,4,INCAPACITATING INJURY,3.0,0.0,1.0,2.0,0.0,4.0,0.0,18,7,4,41.741976006,-87.740959717,POINT (-87.740959717131 41.741976006325),POINT (1145913.8574852191 1849123.5754420618),2024,8299 S CICERO AVE
O1783617,DRIVER,d9c20c2668298238f095417589f7355f3e018c00dff4c6b5d6163c1ec839871607b80630f0a67989c33cf5468b1470794f7d00f797a5249f8a16fa9ce4ba1a4b,1698532.0,M,48.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,NORMAL,,,,,2024-03-15 19:15:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,T-INTERSECTION,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/15/2024 07:42:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,8.0,0.0,19,6,3,41.896929108,-87.618337988,POINT (-87.61833798788 41.896929108477),POINT (1178908.7124341782 1905841.995421828),2024,350 E CHICAGO AVE
O1931822,DRIVER,e576ad72da7f1335aaff881806cbf57ba290287d65722eefeba4d22aa4accc929ddd79600d2bd75569cee18e6375bbf185e9d0e7e3b81a1db7be17c44d146caf,1840377.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2024-10-20 03:40:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,10/20/2024 03:43:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,1,10,41.893888753,-87.633526637,POINT (-87.63352663682 41.89388875332),POINT (1174782.5904263153 1904699.9938750044),2024,159 W ERIE ST
O1903110,DRIVER,60a35a02bb64389c0c275501f707cbba634b5ede0392af73a9036bb20cfc1e96e9f4208356005d6f9edaa901a365db539dc230eb5220bd40de051802d75a1739,1813018.0,F,26.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2024-09-09 08:48:00,45,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",09/09/2024 08:55:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8,2,9,41.794435732,-87.579742495,POINT (-87.579742495285 41.794435731992),POINT (1189744.1977576492 1868583.596809828),2024,5528 S LAKE SHORE DR SB
O1823187,DRIVER,04658dfc1ea28cb1915435e6eae96fdb2009cad55fa9118ef56b6ef199e160e7f45f70030b0963e78c10e345ef4821516964ef54eee53954037f0ebb937ec992,1736656.0,M,22.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-05-20 12:15:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",05/20/2024 02:35:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,2,5,41.759320113,-87.683252415,POINT (-87.683252414791 41.759320112881),POINT (1161615.0001981843 1855557.2961012605),2024,7358 S WESTERN AVE
O1935185,DRIVER,c6b83de13d6e2b6ca03cea4f77e4e874b911ee5bab135fbf22cfcbcd8020d318c76e62fb6e87c625b9e882ff2a15451bc440d63e4f25d812da319187fdcd6465,1843582.0,F,61.0,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-10-24 21:48:00,30,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",10/25/2024 01:00:00 AM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,5,10,41.763391657,-87.600778041,POINT (-87.600778041497 41.763391657065),POINT (1184104.4160916375 1857221.7662492907),2024,7222 S ELLIS AVE
O1851413,DRIVER,12eead285534d218c039a29323fef3c8e0d4a4ad3bfcd1c3228592847f805708d15883f0551e4ec396dbae307c582450db139f0f3cf5c2447f383db990386c21,1763666.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,DISREGARDED CONTROL DEVICES,UNKNOWN,UNKNOWN,,,,,2024-06-27 09:40:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",06/27/2024 09:58:00 AM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,9,5,6,41.780211322,-87.615768292,POINT (-87.615768291828 41.780211321839),POINT (1179963.6417443068 1863316.2546796948),2024,6300 S DR MARTIN LUTHER KING JR DR
P384025,PASSENGER,24ba5b45b4dba43d0d9772be61beb18271868df5ef0cfad645b9ad531aa4e165bbc2ff1633704e5ce4b914e2ef7a041f5a38d92b4f4c6b731c38817f5097c9b5,1652514.0,M,8.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2024-01-05 18:00:00,15,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",01/05/2024 06:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18,6,1,41.81884058,-87.72411293,POINT (-87.72411292982 41.818840580411),POINT (1150313.075267347 1877164.5245699417),2024,4060 S PULASKI RD
O1875506,DRIVER,f734e87f3421d9c79f066dea5dc85e2521dd87e31d1f96bb4798a55d26ff9926ea946939a0f67d451d1c131a462bc56b8a7a424a2df4c6d4166b8db87c161da9,1786689.0,F,49.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-08-01 15:05:00,30,CLEAR,DAYLIGHT,TURNING,FOUR WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",08/01/2024 03:13:00 PM,IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,5,8,41.87455188,-87.720453659,POINT (-87.720453658604 41.874551880336),POINT (1151165.6560357504 1897472.6144396632),2024,3800 W CONGRESS PKWY
O1888216,PEDESTRIAN,002d3698313ee2332fb8272091b48d21d056609f7ab224bfdefe055ff96dc89624dee09ab5bd36b49c39c892d466019bd3cbd7b11d51ce74d9e9d20ac31b0d19,,M,68.0,,,NONINCAPACITATING INJURY,NONE,UNKNOWN,NORMAL,CROSSING - NO CONTROLS (NOT AT INTERSECTION),NO CONTRASTING CLOTHING,IN ROADWAY,,2024-08-18 17:20:00,35,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,08/18/2024 05:43:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,1,8,41.859785965,-87.656332878,POINT (-87.656332878175 41.859785964899),POINT (1168671.2482454777 1892223.1587213327),2024,1599 S RACINE AVE
O1778520,DRIVER,4afcfb85b0c7e880e5c266e0717dddccca06cdd594f5d28f6957f51d7da8924609be13526bcf9c51abc1f0e06b17231bcb3497c939837bbd2a63d7bcfc7779e8,1693669.0,F,37.0,DEPLOYMENT UNKNOWN,UNKNOWN,"REPORTED, NOT EVIDENT",NONE,UNKNOWN,NORMAL,,,,,2024-03-16 08:00:00,35,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",03/16/2024 08:14:00 AM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,3,NONINCAPACITATING INJURY,2.0,0.0,0.0,1.0,1.0,1.0,0.0,8,7,3,41.663182101,-87.641565265,POINT (-87.641565265157 41.663182101231),POINT (1173270.2268950054 1820614.4128487955),2024,12700 S HALSTED ST
O1904095,DRIVER,47b7e80442fb4a21b79992a8520bda1353fe02e80066cadb0a2970d29fe2314978de944a2a568c6868b543407adef3298762bf4366b6e57061180a81e4225588,1813943.0,F,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2024-09-11 07:30:00,10,CLEAR,DAYLIGHT,PEDESTRIAN,T-INTERSECTION,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,09/11/2024 03:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,4,9,41.79064316,-87.780585811,POINT (-87.780585810868 41.790643160316),POINT (1134985.554233986 1866785.4908613076),2024,6332 W 56TH ST
P411176,PASSENGER,366e7381d6bddf244ec8afc8e0fd693082ac58de6fdc27ef1e7e18794818f4c18c6d8e47bf0b539a653263fe522eb2c9150fce42e7a633a0ffa3166bfc99a183,1770460.0,F,9.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,,,,,,,,2024-07-07 17:41:00,30,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/07/2024 05:44:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,4.0,0.0,0.0,4.0,0.0,0.0,0.0,17,1,7,41.895369,-87.731980284,POINT (-87.731980283981 41.895368999935),POINT (1147973.2495870525 1905036.1413776334),2024,4220 W CHICAGO AVE
O1741707,DRIVER,1a8a7035fb6b1cfae55262b62ee0b7009a1f9160d548a78c08e7648a268bafad258ffcf8a2cb20f0bd549fe838e2e422adbec1c57262a9af81749058620974bb,1658176.0,F,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2024-01-16 09:30:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",01/16/2024 12:38:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,9,3,1,41.891794582,-87.689995036,POINT (-87.689995035818 41.891794581652),POINT (1159413.891790833 1903816.540084685),2024,2526 W GRAND AVE
O1921050,DRIVER,e5387e7cd8dcf1c0f31c41db7464a0de8cf18166524595b95d0514b4cb0c3107196d7606512a878de2b8885c9c903fd0143c18ef9ab54625743aa145c22c7b85,1830136.0,F,29.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,EMERGENCY VEHICLE ON CALL,NOT OBSCURED,NORMAL,,,,,2024-10-04 17:25:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",10/04/2024 06:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,6,10,41.852622144,-87.719882944,POINT (-87.719882943839 41.852622144108),POINT (1151378.1896621806 1889482.5846753037),2024,3801 W OGDEN AVE
O1900935,DRIVER,8c5168c9b9a1cac90f0997f0d11e1b8ef137ba69ddebf49103adbc5edc0406862a372cba65a880652ca1af743876eebde80d789ed9668f6064eff41c2be386f2,1810948.0,F,44.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,OTHER,NORMAL,,,,,2024-09-06 17:00:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/06/2024 05:04:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,17,6,9,41.801200387,-87.688050799,POINT (-87.688050798824 41.801200387065),POINT (1160191.306162655 1870808.2958630212),2024,2534 W 51ST ST
O1941453,DRIVER,684ae6294a2989560ddd33dcf29721b895bd5f5065ab556fab32e94acf02e69da304687a244138dbafefac77147294a15a09383d03c97364ed6f169ca2eb4b62,1849558.0,M,68.0,"DEPLOYED, SIDE",NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-11-02 16:03:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",11/02/2024 04:05:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,7,11,41.893099523,-87.632560998,POINT (-87.632560998052 41.893099523288),POINT (1175047.8500572506 1904414.5442757248),2024,135 W ONTARIO ST
O1947899,DRIVER,810db5b15370362dde9b9334da6de49fc31ab4d0dad502854fba88caa6a4df5886afba29f62d25948cadad45b3b2bedb928430cfc526fbe654638d99d9184947,1855734.0,F,50.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2024-11-12 15:50:00,30,CLEAR,DAYLIGHT,TURNING,FOUR WAY,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",11/12/2024 04:00:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15,3,11,41.901460231,-87.642274174,POINT (-87.642274174462 41.901460231098),POINT (1172378.7088379373 1907439.7379677475),2024,1032 N CAMBRIDGE AVE
P413330,PASSENGER,e9764bd905ad3707d6d25730422d265081f7082c29971a597bfa73d94ca37344cd12d9645e0cc89bd45b785845440427b3c6c84f30f19fece3652d28469b491c,1779635.0,F,22.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2024-07-17 20:00:00,30,CLEAR,DAWN,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,"$501 - $1,500",07/21/2024 06:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20,4,7,41.833167373,-87.685278786,POINT (-87.685278786225 41.833167372776),POINT (1160859.2692883988 1882462.5858028627),2024,3324 S WESTERN AVE
O1776197,DRIVER,b4c131f426716e9e18217c4dcc08be9479999efc518049ba7a399d448c607ec5b5a892e6f8ab1dbcdfa31d79892cda64b24aae0b521ec6ca323466084c6ece40,1691410.0,M,55.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-03-12 17:59:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,03/12/2024 06:10:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17,3,3,41.816152718,-87.665300781,POINT (-87.665300781139 41.816152717902),POINT (1166351.955285119 1876304.2301474174),2024,4250 S ASHLAND AVE
O1923617,DRIVER,6ac8b113701b58ec67a7bf3669883cc1594827e78a229c0ac0eee96ac6d3409a6f44cd2bf10560c104dd5b31b366cbdc7c4ef11284516893baee3fee9464e26a,1832595.0,M,40.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2024-10-06 21:40:00,30,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",10/08/2024 04:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,1,10,41.900958919,-87.619928174,POINT (-87.619928173678 41.900958919109),POINT (1178463.5679459986 1907306.8564226741),2024,1000 N LAKE SHORE DR NB
O1900182,DRIVER,ab091086494ebffd671385aa991058a15a2984b2f95046d4b730b4cbe16ceafb9d5a1522f5b95e88e595bed9445a78bc98a4138872072f15214944a9030a150f,1810233.0,M,44.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,,2024-09-04 17:45:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/05/2024 06:00:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,9,41.865273685,-87.685581977,POINT (-87.68558197684 41.865273684549),POINT (1160688.3941696025 1894161.4005763486),2024,2360 W OGDEN AVE
P420827,PASSENGER,676117196d6a15b7e4e93745ddabee3166b63341c4bd9e78bbf7f725c2ad20b3ad4c485c086391edee54073e35febc0d64455218f1fae0c1e139702d661e0480,1812193.0,M,49.0,"DEPLOYED, COMBINATION",NONE,NONINCAPACITATING INJURY,,,,,,,,2024-09-08 17:54:00,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",09/08/2024 05:55:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,3,NONINCAPACITATING INJURY,3.0,0.0,0.0,2.0,1.0,3.0,0.0,17,1,9,41.758314649,-87.615265043,POINT (-87.615265042581 41.758314648927),POINT (1180167.5175453767 1855338.419130932),2024,7500 S DR MARTIN LUTHER KING JR DR
O1835667,DRIVER,1a0631c08510989805ef5e215752312c28176229546f32c5e90d60b18398f2a6843f5e7ca879cc57ec0c5519deb17edd6693a9dfa71376e755be0eacf9df0598,1748585.0,M,53.0,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,DISREGARDED CONTROL DEVICES,UNKNOWN,NORMAL,,,,,2024-06-05 18:36:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/05/2024 06:50:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,4.0,0.0,18,4,6,41.871938985,-87.75491455,POINT (-87.754914549958 41.871938985166),POINT (1141786.731387833 1896455.3503878477),2024,700 S LARAMIE AVE
O1781462,DRIVER,ab057eeb7fbd3866a41b7f4a463b66860233f0144a775d7aa810f8f7ad1f264c7d193efa5e94bba717e66d0fc864a8ee7a0867e5f802aa73cd990ffc931bfcd7,1696454.0,F,25.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2024-03-20 12:20:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",03/20/2024 12:21:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,4,3,41.969014293,-87.667364789,POINT (-87.667364789448 41.969014293434),POINT (1165356.9687915423 1932002.5742855622),2024,1472 W LAWRENCE AVE
